2026-01-13 15:53:55 | INFO     | manager | ============================================================
2026-01-16 05:54:12 | INFO     | manager | ============================================================
2026-01-16 05:54:12 | INFO     | manager | 워커 생성됨: Streaming_Channels_101 (URL: rtsp://admin:****@192.168.132.141:554/Streaming/Channels/101)
2026-01-16 05:54:12 | INFO     | manager | 워커 준비 완료 - Streaming_Channels_101 (PID: 36103)
2026-01-16 05:54:13 | INFO     | manager | 워커 생성됨: Streaming_Channels_401 (URL: rtsp://admin:****@192.168.132.141:554/Streaming/Channels/401)
2026-01-16 05:54:13 | INFO     | manager | 워커 준비 완료 - Streaming_Channels_401 (PID: 36105)
2026-01-16 05:54:13 | INFO     | manager | 워커 생성됨: Streaming_Channels_201 (URL: rtsp://admin:****@192.168.132.141:554/Streaming/Channels/201)
2026-01-16 05:54:13 | INFO     | manager | 워커 준비 완료 - Streaming_Channels_201 (PID: 36107)
2026-01-16 05:54:13 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:14 | INFO     | manager | 워커 생성됨: Streaming_Channels_301 (URL: rtsp://admin:****@192.168.132.141:554/Streaming/Channels/301)
2026-01-16 05:54:14 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:14 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:14 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:14 | INFO     | manager | 총 4개 워커 시작됨
2026-01-16 05:54:14 | INFO     | manager | 시스템 종료 시작...
2026-01-16 05:54:14 | INFO     | manager | 워커 종료 중: Streaming_Channels_101
2026-01-16 05:54:14 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:14 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:15 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:15 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:19 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:19 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:19 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:19 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:20 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:21 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:21 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:21 | INFO     | manager | 워커 종료 중: Streaming_Channels_401
2026-01-16 05:54:21 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:21 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:22 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:22 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:22 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:22 | INFO     | manager | 시그널 수신: 2
2026-01-16 05:54:28 | INFO     | manager | 워커 종료 중: Streaming_Channels_201
2026-01-16 05:54:35 | INFO     | manager | 워커 종료 중: Streaming_Channels_301
2026-01-16 05:54:42 | INFO     | manager | 시스템 종료 완료
