idx,station_name,station_id,camera_name,camera_ipaddr,nvr_rtsp_url,port,guid,channel,id,pw,type,use,nvr_ipaddr,broadcast_area,broadcast_id,cctv_id
275,사송,102,E/S-1 대합,7.102.3.171,rtsp://admin:asdQWE12!@@7.102.3.22:4515/87030c16-2c59-4639-8ec5-1c60d045bcac/3/media.smp,4515,87030c16-2c59-4639-8ec5-1c60d045bcac,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.102.3.22,,,CCTV102-021
277,사송,102,E/S-1 중간,7.102.3.172,rtsp://admin:asdQWE12!@@7.102.3.22:4515/10b20fe9-df23-4601-98dd-b0ae73ce4337/3/media.smp,4515,10b20fe9-df23-4601-98dd-b0ae73ce4337,3,admin,asdQWE12!@,"WC,ST,DR","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.102.3.22,"WR,WR,WR","1,4,5",CCTV102-022
279,사송,102,E/S-2 중간,7.102.3.173,rtsp://admin:asdQWE12!@@7.102.3.22:4515/e2229e1b-2080-424c-869b-78c16fb2f406/3/media.smp,4515,e2229e1b-2080-424c-869b-78c16fb2f406,3,admin,asdQWE12!@,"WC,ST,DR","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.102.3.22,"WR,WR,WR","1,4,5",CCTV102-023
281,사송,102,E/S-2 승강,7.102.3.174,,4515,,3,admin,asdQWE12!@,"WC,ST,DR","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.102.3.22,"WR,WR,WR","1,4,5",CCTV102-024
283,사송,102,선로전환기-6,7.102.3.71,rtsp://admin:asdQWE12!@@7.102.3.22:4515/4da7d38e-f6c8-4414-bde5-0765829891f5/3/media.smp,4515,4da7d38e-f6c8-4414-bde5-0765829891f5,3,admin,asdQWE12!@,,,7.102.3.22,,,
285,사송,102,선로전환기-7,7.102.3.72,rtsp://admin:asdQWE12!@@7.102.3.22:4515/31709098-8de8-49c6-93fb-d75ab4351fbc/3/media.smp,4515,31709098-8de8-49c6-93fb-d75ab4351fbc,3,admin,asdQWE12!@,,,7.102.3.22,,,
287,사송,102,선로전환기-8,7.102.3.73,rtsp://admin:asdQWE12!@@7.102.3.22:4515/5ee44904-9703-482c-bd16-f0bc2dc6e396/3/media.smp,4515,5ee44904-9703-482c-bd16-f0bc2dc6e396,3,admin,asdQWE12!@,,,7.102.3.22,,,
289,사송,102,선로전환기-9,7.102.3.74,rtsp://admin:asdQWE12!@@7.102.3.22:4515/0ea7e491-afa3-4aa1-b2c7-315e6f1ae4dc/3/media.smp,4515,0ea7e491-afa3-4aa1-b2c7-315e6f1ae4dc,3,admin,asdQWE12!@,,,7.102.3.22,,,
291,내송,103,PSD-U1-1,7.103.3.241,rtsp://admin:asdQWE12!@@7.103.3.22:4515/a01e39f6-9a29-45f5-a97b-5cf88de3367c/3/media.smp,4515,a01e39f6-9a29-45f5-a97b-5cf88de3367c,3,admin,asdQWE12!@,,,7.103.3.22,,,
293,내송,103,PSD-U1-2,7.103.3.242,rtsp://admin:asdQWE12!@@7.103.3.22:4515/27931ab4-f5f4-4917-9b65-13baeb32dbcb/3/media.smp,4515,27931ab4-f5f4-4917-9b65-13baeb32dbcb,3,admin,asdQWE12!@,,,7.103.3.22,,,
295,내송,103,PSD-U2-1,7.103.3.243,rtsp://admin:asdQWE12!@@7.103.3.22:4515/6815c5f3-8df7-4e90-a020-772682ea23b3/3/media.smp,4515,6815c5f3-8df7-4e90-a020-772682ea23b3,3,admin,asdQWE12!@,,,7.103.3.22,,,
297,내송,103,PSD-U2-2,7.103.3.244,rtsp://admin:asdQWE12!@@7.103.3.22:4515/b7d4bd02-0050-4b80-99ac-b55e80a6d5b3/3/media.smp,4515,b7d4bd02-0050-4b80-99ac-b55e80a6d5b3,3,admin,asdQWE12!@,,,7.103.3.22,,,
299,내송,103,PSD-D1-1,7.103.3.245,rtsp://admin:asdQWE12!@@7.103.3.22:4515/d21f9d45-e3a2-4fce-a441-7df02775cec6/3/media.smp,4515,d21f9d45-e3a2-4fce-a441-7df02775cec6,3,admin,asdQWE12!@,,,7.103.3.22,,,
301,내송,103,PSD-D1-2,7.103.3.246,rtsp://admin:asdQWE12!@@7.103.3.22:4515/b59605a9-041e-4c33-b631-0f00e3a4a623/3/media.smp,4515,b59605a9-041e-4c33-b631-0f00e3a4a623,3,admin,asdQWE12!@,,,7.103.3.22,,,
303,내송,103,PSD-D2-1,7.103.3.247,rtsp://admin:asdQWE12!@@7.103.3.22:4515/dcb099ca-a4f6-42bd-b9a1-84148e16feb2/3/media.smp,4515,dcb099ca-a4f6-42bd-b9a1-84148e16feb2,3,admin,asdQWE12!@,,,7.103.3.22,,,
305,내송,103,PSD-D2-2,7.103.3.248,rtsp://admin:asdQWE12!@@7.103.3.22:4515/53640ede-edd7-4273-89a1-ecfe52944272/3/media.smp,4515,53640ede-edd7-4273-89a1-ecfe52944272,3,admin,asdQWE12!@,,,7.103.3.22,,,
307,내송,103,P-U1,7.103.3.101,rtsp://admin:asdQWE12!@@7.103.3.22:4515/f0f6c164-fb2c-4a3b-8aab-0de79e87344e/3/media.smp,4515,f0f6c164-fb2c-4a3b-8aab-0de79e87344e,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,UF,1,CCTV103-001
309,내송,103,P-U2,7.103.3.102,rtsp://admin:asdQWE12!@@7.103.3.22:4515/379bba7a-5554-4bb7-9cb0-9e2e1974649e/3/media.smp,4515,379bba7a-5554-4bb7-9cb0-9e2e1974649e,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,UF,1,CCTV103-002
311,내송,103,P-D1,7.103.3.111,rtsp://admin:asdQWE12!@@7.103.3.22:4515/b00970fe-e004-4a3b-800d-6291eee11859/3/media.smp,4515,b00970fe-e004-4a3b-800d-6291eee11859,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,DP,1,CCTV103-003
313,내송,103,P-D2,7.103.3.112,rtsp://admin:asdQWE12!@@7.103.3.22:4515/c40d28c4-fa6f-4194-8417-46553d0a98ff/3/media.smp,4515,c40d28c4-fa6f-4194-8417-46553d0a98ff,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,DP,1,CCTV103-004
315,내송,103,하선 출입구(상행),7.103.3.131,rtsp://admin:asdQWE12!@@7.103.3.22:4515/6b933149-5f50-471b-a23c-50f661753830/3/media.smp,4515,6b933149-5f50-471b-a23c-50f661753830,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,UF,1,CCTV103-005
317,내송,103,하선 출입구(하행),7.103.3.132,rtsp://admin:asdQWE12!@@7.103.3.22:4515/01f6230e-2536-45ba-b061-a6ab8d6aee45/3/media.smp,4515,01f6230e-2536-45ba-b061-a6ab8d6aee45,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,DP,1,CCTV103-006
319,내송,103,출구-1,7.103.3.135,rtsp://admin:asdQWE12!@@7.103.3.22:4515/0235a8c0-57df-4525-8296-c50cf4cbc222/3/media.smp,4515,0235a8c0-57df-4525-8296-c50cf4cbc222,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.103.3.22,,,CCTV103-007
321,내송,103,출구-2,7.103.3.136,rtsp://admin:asdQWE12!@@7.103.3.22:4515/c7975781-7858-455f-aacc-179b181e79f8/3/media.smp,4515,c7975781-7858-455f-aacc-179b181e79f8,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.103.3.22,,,CCTV103-008
323,내송,103,G-1,7.103.3.151,rtsp://admin:asdQWE12!@@7.103.3.22:4515/68709aac-957d-42f2-9fcc-ca9de0d23e0b/3/media.smp,4515,68709aac-957d-42f2-9fcc-ca9de0d23e0b,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.103.3.22,,,CCTV103-009
325,내송,103,G-2,7.103.3.152,rtsp://admin:asdQWE12!@@7.103.3.22:4515/b4d932f0-4cdc-43a5-a9a4-6e013510b164/3/media.smp,4515,b4d932f0-4cdc-43a5-a9a4-6e013510b164,3,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.103.3.22,,,CCTV103-010
327,내송,103,비상계단-대합,7.103.3.126,rtsp://admin:asdQWE12!@@7.103.3.22:4515/4a751bf6-aa49-43b4-861b-9af4bf49bd3a/3/media.smp,4515,4a751bf6-aa49-43b4-861b-9af4bf49bd3a,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,WR,1,CCTV103-011
329,내송,103,비상계단-중간,7.103.3.127,,4515,,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,WR,1,CCTV103-012
331,내송,103,변전실-1,7.103.3.231,rtsp://admin:asdQWE12!@@7.103.3.22:4515/a15e2f6b-05ad-4adb-9cc6-3bdee40e1631/3/media.smp,4515,a15e2f6b-05ad-4adb-9cc6-3bdee40e1631,3,admin,asdQWE12!@,,,7.103.3.22,,,
333,내송,103,변전실-2,7.103.3.232,rtsp://admin:asdQWE12!@@7.103.3.22:4515/d60057ff-7fbd-4b9d-8aec-120d27a046f9/3/media.smp,4515,d60057ff-7fbd-4b9d-8aec-120d27a046f9,3,admin,asdQWE12!@,,,7.103.3.22,,,
335,내송,103,변전실-3,7.103.3.233,rtsp://admin:asdQWE12!@@7.103.3.22:4515/f78a58bd-d26f-473e-8f44-6ef0c73d4adb/3/media.smp,4515,f78a58bd-d26f-473e-8f44-6ef0c73d4adb,3,admin,asdQWE12!@,,,7.103.3.22,,,
337,내송,103,변전실-4,7.103.3.234,rtsp://admin:asdQWE12!@@7.103.3.22:4515/6fb9381a-68fe-4bc1-850d-d13ba1fff9fc/3/media.smp,4515,6fb9381a-68fe-4bc1-850d-d13ba1fff9fc,3,admin,asdQWE12!@,,,7.103.3.22,,,
339,내송,103,통신기기실,7.103.3.238,rtsp://admin:asdQWE12!@@7.103.3.22:4515/8e1ffb9e-f9ab-4b66-9db6-6eadda44e01e/3/media.smp,4515,8e1ffb9e-f9ab-4b66-9db6-6eadda44e01e,3,admin,asdQWE12!@,,,7.103.3.22,,,
341,내송,103,신호기기실,7.103.3.239,rtsp://admin:asdQWE12!@@7.103.3.22:4515/e39937e3-7ca4-452c-8ecc-890f5da84d17/3/media.smp,4515,e39937e3-7ca4-452c-8ecc-890f5da84d17,3,admin,asdQWE12!@,,,7.103.3.22,,,
343,내송,103,발매기,7.103.3.161,rtsp://admin:asdQWE12!@@7.103.3.22:4515/a99a35a4-0f20-4d45-9776-157e0f7a3db6/3/media.smp,4515,a99a35a4-0f20-4d45-9776-157e0f7a3db6,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,WR,1,CCTV103-013
345,내송,103,발매기실,7.103.3.162,rtsp://admin:asdQWE12!@@7.103.3.22:4515/a8908553-78a2-40cd-870f-b644cc271335/3/media.smp,4515,a8908553-78a2-40cd-870f-b644cc271335,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,WR,1,CCTV103-014
347,내송,103,화장실,7.103.3.121,,4515,,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,WR,1,CCTV103-015
349,내송,103,본선 비상안내-8,7.103.3.81,rtsp://admin:asdQWE12!@@7.103.3.22:4515/0e8b347d-7815-49ac-8630-197dea0f1a19/3/media.smp,4515,0e8b347d-7815-49ac-8630-197dea0f1a19,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,WR,1,CCTV103-016
351,내송,103,본선 비상안내-9,7.103.3.82,rtsp://admin:asdQWE12!@@7.103.3.22:4515/811f5418-106e-48f9-8e5b-8c5b0827f852/3/media.smp,4515,811f5418-106e-48f9-8e5b-8c5b0827f852,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,WR,1,CCTV103-017
353,내송,103,본선 비상안내-10,7.103.3.83,rtsp://admin:asdQWE12!@@7.103.3.22:4515/927c65ba-353a-440a-ab87-c01781ae63d0/3/media.smp,4515,927c65ba-353a-440a-ab87-c01781ae63d0,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.103.3.22,WR,1,CCTV103-018
355,내송,103,E/L-1 대합,7.103.3.201,,4515,,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.103.3.22,,,CCTV103-019
357,내송,103,E/L-1 승강장,7.103.3.202,rtsp://admin:asdQWE12!@@7.103.3.22:4515/c1a3182d-74cf-4115-877e-020d8af06c9e/3/media.smp,4515,c1a3182d-74cf-4115-877e-020d8af06c9e,3,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.103.3.22,,,CCTV103-020
359,내송,103,E/S-1 대합,7.103.3.171,rtsp://admin:asdQWE12!@@7.103.3.22:4515/0a0a456d-22c0-48ec-8b19-c308cd90377c/3/media.smp,4515,0a0a456d-22c0-48ec-8b19-c308cd90377c,3,admin,asdQWE12!@,"WC,ST,DR","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.103.3.22,"WR,WR,WR","1,4,5",CCTV103-021
361,내송,103,E/S-1 중간,7.103.3.172,rtsp://admin:asdQWE12!@@7.103.3.22:4515/98f62b15-1abf-4dad-ae6b-d3aae3027b95/3/media.smp,4515,98f62b15-1abf-4dad-ae6b-d3aae3027b95,3,admin,asdQWE12!@,"WC,ST,DR","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.103.3.22,"WR,WR,WR","1,4,5",CCTV103-022
363,내송,103,E/S-2 중간,7.103.3.173,rtsp://admin:asdQWE12!@@7.103.3.22:4515/4a463615-018d-4d1f-a0d1-76bbdac9bcc8/3/media.smp,4515,4a463615-018d-4d1f-a0d1-76bbdac9bcc8,3,admin,asdQWE12!@,"WC,ST,DR","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.103.3.22,"WR,WR,WR","1,4,5",CCTV103-023
365,내송,103,E/S-2 승강,7.103.3.174,rtsp://admin:asdQWE12!@@7.103.3.22:4515/14756683-9401-4baa-bea5-1afb7e9b29a7/3/media.smp,4515,14756683-9401-4baa-bea5-1afb7e9b29a7,3,admin,asdQWE12!@,"WC,ST,DR","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.103.3.22,"WR,WR,WR","1,4,5",CCTV103-024
367,내송,103,선로전환기-10,7.103.3.71,rtsp://admin:asdQWE12!@@7.103.3.22:4515/b54bfde6-b8a5-4a2a-940b-ba9251e5ac61/3/media.smp,4515,b54bfde6-b8a5-4a2a-940b-ba9251e5ac61,3,admin,asdQWE12!@,,,7.103.3.22,,,
369,내송,103,선로전환기-11,7.103.3.72,rtsp://admin:asdQWE12!@@7.103.3.22:4515/2f713650-8b77-4fa9-aed4-66abe79051b9/3/media.smp,4515,2f713650-8b77-4fa9-aed4-66abe79051b9,3,admin,asdQWE12!@,,,7.103.3.22,,,
371,내송,103,선로전환기-12,7.103.3.73,rtsp://admin:asdQWE12!@@7.103.3.22:4515/76d1da30-eb88-4d80-9867-03ed418ea1a1/3/media.smp,4515,76d1da30-eb88-4d80-9867-03ed418ea1a1,3,admin,asdQWE12!@,,,7.103.3.22,,,
373,양산시청,104,PSD-U1-1,7.104.3.241,rtsp://admin:asdQWE12!@@7.104.3.22:4515/629e8b9f-7c89-40f3-a6db-e8f2c028313e//media.smp,4515,629e8b9f-7c89-40f3-a6db-e8f2c028313e,,admin,asdQWE12!@,,,7.104.3.22,,,
375,양산시청,104,PSD-U1-2,7.104.3.242,rtsp://admin:asdQWE12!@@7.104.3.22:4515/c8c4d873-342d-4b8b-8f01-92b6cf7f0f72//media.smp,4515,c8c4d873-342d-4b8b-8f01-92b6cf7f0f72,,admin,asdQWE12!@,,,7.104.3.22,,,
377,양산시청,104,PSD-U2-1,7.104.3.243,rtsp://admin:asdQWE12!@@7.104.3.22:4515/7fbf9007-c072-4e98-9517-d78f967ce2be//media.smp,4515,7fbf9007-c072-4e98-9517-d78f967ce2be,,admin,asdQWE12!@,,,7.104.3.22,,,
379,양산시청,104,PSD-U2-2,7.104.3.244,rtsp://admin:asdQWE12!@@7.104.3.22:4515/3fe48175-8aac-4ec8-a540-36866beaabb1//media.smp,4515,3fe48175-8aac-4ec8-a540-36866beaabb1,,admin,asdQWE12!@,,,7.104.3.22,,,
381,양산시청,104,PSD-D1-1,7.104.3.245,rtsp://admin:asdQWE12!@@7.104.3.22:4515/97d8ff1e-259d-49c8-afec-e7410a789d38//media.smp,4515,97d8ff1e-259d-49c8-afec-e7410a789d38,,admin,asdQWE12!@,,,7.104.3.22,,,
383,양산시청,104,PSD-D1-2,7.104.3.246,rtsp://admin:asdQWE12!@@7.104.3.22:4515/b4d83529-8d5a-4838-8cbc-3c2cf45cc0a6//media.smp,4515,b4d83529-8d5a-4838-8cbc-3c2cf45cc0a6,,admin,asdQWE12!@,,,7.104.3.22,,,
385,양산시청,104,PSD-D2-1,7.104.3.247,rtsp://admin:asdQWE12!@@7.104.3.22:4515/35f73388-5e3a-4a0a-a51f-c512af0f749f//media.smp,4515,35f73388-5e3a-4a0a-a51f-c512af0f749f,,admin,asdQWE12!@,,,7.104.3.22,,,
387,양산시청,104,PSD-D2-2,7.104.3.248,rtsp://admin:asdQWE12!@@7.104.3.22:4515/222bb96f-1695-4fbb-be01-987c8d5a66f0//media.smp,4515,222bb96f-1695-4fbb-be01-987c8d5a66f0,,admin,asdQWE12!@,,,7.104.3.22,,,
389,양산시청,104,P-U1,7.104.3.101,rtsp://admin:asdQWE12!@@7.104.3.22:4515/e2720597-3aa0-448f-aa52-b59ebf963cb6//media.smp,4515,e2720597-3aa0-448f-aa52-b59ebf963cb6,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,UF,1,CCTV104-001
391,양산시청,104,P-U2,7.104.3.102,rtsp://admin:asdQWE12!@@7.104.3.22:4515/9653983d-1b86-4bda-84f9-5954c4fd0538//media.smp,4515,9653983d-1b86-4bda-84f9-5954c4fd0538,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,UF,1,CCTV104-002
393,양산시청,104,P-D1,7.104.3.111,rtsp://admin:asdQWE12!@@7.104.3.22:4515/c42e1041-123e-4469-99fd-05bbe985a524//media.smp,4515,c42e1041-123e-4469-99fd-05bbe985a524,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,DP,1,CCTV104-003
395,양산시청,104,P-D2,7.104.3.112,rtsp://admin:asdQWE12!@@7.104.3.22:4515/96d20472-9c59-4f1b-a1e4-b108fd1a612a//media.smp,4515,96d20472-9c59-4f1b-a1e4-b108fd1a612a,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,DP,1,CCTV104-004
397,양산시청,104,상선 출입구(하행),7.104.3.131,rtsp://admin:asdQWE12!@@7.104.3.22:4515/09a0107c-15f9-4ccc-bd2e-ebb4775c17cb//media.smp,4515,09a0107c-15f9-4ccc-bd2e-ebb4775c17cb,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,UF,1,CCTV104-005
399,양산시청,104,하선 출입구(상행),7.104.3.132,rtsp://admin:asdQWE12!@@7.104.3.22:4515/b12e75b2-445a-4165-9d95-5d5ade50bc3c//media.smp,4515,b12e75b2-445a-4165-9d95-5d5ade50bc3c,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,DP,1,CCTV104-006
401,양산시청,104,하선 출입구(하행),7.104.3.133,rtsp://admin:asdQWE12!@@7.104.3.22:4515/4783f88a-510c-49ad-b99c-3618d3fcce4d//media.smp,4515,4783f88a-510c-49ad-b99c-3618d3fcce4d,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,DP,1,CCTV104-007
403,양산시청,104,출구-1,7.104.3.134,,4515,,,admin,asdQWE12!@,BC,자전거 휴대 탑승 감시,7.104.3.22,,,CCTV104-008
405,양산시청,104,전기실-1,7.104.3.236,rtsp://admin:asdQWE12!@@7.104.3.22:4515/798fc0bd-de3e-47c7-9803-673d3b4b8f25//media.smp,4515,798fc0bd-de3e-47c7-9803-673d3b4b8f25,,admin,asdQWE12!@,,,7.104.3.22,,,
407,양산시청,104,전기실-2,7.104.3.237,rtsp://admin:asdQWE12!@@7.104.3.22:4515/0589e3be-d447-42fd-b965-a40f4e0c3a4d//media.smp,4515,0589e3be-d447-42fd-b965-a40f4e0c3a4d,,admin,asdQWE12!@,,,7.104.3.22,,,
409,양산시청,104,통신기기실,7.104.3.238,rtsp://admin:asdQWE12!@@7.104.3.22:4515/2ac5548f-8b88-4bf9-ae47-574d590199ee//media.smp,4515,2ac5548f-8b88-4bf9-ae47-574d590199ee,,admin,asdQWE12!@,,,7.104.3.22,,,
411,양산시청,104,신호기기실,7.104.3.239,rtsp://admin:asdQWE12!@@7.104.3.22:4515/86435126-baba-423b-bf3e-afa745b84109//media.smp,4515,86435126-baba-423b-bf3e-afa745b84109,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,WR,1,CCTV104-009
413,양산시청,104,발매기,7.104.3.151,,4515,,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,WR,1,CCTV104-010
415,양산시청,104,발매기실,7.104.3.161,,4515,,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,WR,1,CCTV104-011
417,양산시청,104,여자 화장실,7.104.3.121,,4515,,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,WR,1,CCTV104-012
419,양산시청,104,장애인 화장실,7.104.3.122,,4515,,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,WR,1,CCTV104-013
421,양산시청,104,수유실,7.104.3.226,,4515,,,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.104.3.22,WR,1,CCTV104-014
423,양산시청,104,E/L-1 지상,7.104.3.201,,4515,,,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.104.3.22,,,CCTV104-015
425,양산시청,104,E/L-1 대합실,7.104.3.202,,4515,,,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.104.3.22,,,CCTV104-016
427,양산시청,104,E/L-2 지상,7.104.3.203,rtsp://admin:asdQWE12!@@7.104.3.22:4515/1678f473-9d22-42bc-b683-958cd2d5dafe//media.smp,4515,1678f473-9d22-42bc-b683-958cd2d5dafe,,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.104.3.22,,,CCTV104-017
429,양산시청,104,E/L-2 대합,7.104.3.204,,4515,,,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시",7.104.3.22,,,CCTV104-018
431,양산시청,104,E/S-1 지상,7.104.3.171,,4515,,,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.104.3.22,"WR,WR,WR","1,4,5",CCTV104-019
433,양산시청,104,E/S-1 대합,7.104.3.172,,4515,,,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.104.3.22,"WR,WR,WR","1,4,5",CCTV104-020
435,양산시청,104,E/S-2 지상,7.104.3.173,,4515,,,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.104.3.22,"WR,WR,WR","1,4,5",CCTV104-021
437,양산시청,104,E/S-2 대합,7.104.3.174,,4515,,,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.104.3.22,"WR,WR,WR","1,4,5",CCTV104-022
439,양산시청,104,E/S-3 대합,7.104.3.175,,4515,,,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.104.3.22,"WR,WR,WR","1,4,5",CCTV104-023
441,양산시청,104,E/S-3 승강장,7.104.3.176,,4515,,,admin,asdQWE12!@,"WC,ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시",7.104.3.22,"WR,WR,WR","1,4,5",CCTV104-024
443,양산시청,104,선로전환기-16,7.104.3.71,rtsp://admin:asdQWE12!@@7.104.3.22:4515/04425de6-cb73-4132-ac82-63abb9efb44b//media.smp,4515,04425de6-cb73-4132-ac82-63abb9efb44b,,admin,asdQWE12!@,,,7.104.3.22,,,
445,양산시청,104,선로전환기-17,7.104.3.72,rtsp://admin:asdQWE12!@@7.104.3.22:4515/d26eba54-9d24-4b18-967e-8855c7bcadba//media.smp,4515,d26eba54-9d24-4b18-967e-8855c7bcadba,,admin,asdQWE12!@,,,7.104.3.22,,,
447,양산중앙,105,PSD-U1-1,7.105.3.241,rtsp://admin:asdQWE12!@@7.105.3.22:4515/4f26d1ae-9ac7-4532-b0d3-a447f96ff931/3/media.smp,4515,4f26d1ae-9ac7-4532-b0d3-a447f96ff931,3,admin,asdQWE12!@,,,7.105.3.22,,,
449,양산중앙,105,PSD-U1-2,7.105.3.242,rtsp://admin:asdQWE12!@@7.105.3.22:4515/f3c2b865-5885-4ced-a2d9-2cb9825d51f1/3/media.smp,4515,f3c2b865-5885-4ced-a2d9-2cb9825d51f1,3,admin,asdQWE12!@,,,7.105.3.22,,,
451,양산중앙,105,PSD-U2-1,7.105.3.243,rtsp://admin:asdQWE12!@@7.105.3.22:4515/d64df07d-f7f0-42d7-baa5-7b899b0d5f5d/3/media.smp,4515,d64df07d-f7f0-42d7-baa5-7b899b0d5f5d,3,admin,asdQWE12!@,,,7.105.3.22,,,
453,양산중앙,105,PSD-U2-2,7.105.3.244,rtsp://admin:asdQWE12!@@7.105.3.22:4515/c75f9a5e-bfa6-49d7-b658-c23de39d3126/3/media.smp,4515,c75f9a5e-bfa6-49d7-b658-c23de39d3126,3,admin,asdQWE12!@,,,7.105.3.22,,,
455,양산중앙,105,PSD-D1-1,7.105.3.245,rtsp://admin:asdQWE12!@@7.105.3.22:4515/123a45a9-083b-455a-ad64-64bf6b02e5b0/3/media.smp,4515,123a45a9-083b-455a-ad64-64bf6b02e5b0,3,admin,asdQWE12!@,,,7.105.3.22,,,
457,양산중앙,105,PSD-D1-2,7.105.3.246,rtsp://admin:asdQWE12!@@7.105.3.22:4515/0221f47c-2eac-45cc-92af-68750e32fd73/3/media.smp,4515,0221f47c-2eac-45cc-92af-68750e32fd73,3,admin,asdQWE12!@,,,7.105.3.22,,,
459,양산중앙,105,PSD-D2-1,7.105.3.247,rtsp://admin:asdQWE12!@@7.105.3.22:4515/4afd2fc4-3b38-4864-992f-43be424ca771/3/media.smp,4515,4afd2fc4-3b38-4864-992f-43be424ca771,3,admin,asdQWE12!@,,,7.105.3.22,,,
461,양산중앙,105,PSD-D2-2,7.105.3.248,rtsp://admin:asdQWE12!@@7.105.3.22:4515/873a4e51-f6a0-4f85-9e5d-e133aed314f2/3/media.smp,4515,873a4e51-f6a0-4f85-9e5d-e133aed314f2,3,admin,asdQWE12!@,,,7.105.3.22,,,
463,양산중앙,105,P-U1,7.105.3.101,rtsp://admin:asdQWE12!@@7.105.3.22:4515/c52d5769-8397-4bf0-a2f3-2a3edfe75620/3/media.smp,4515,c52d5769-8397-4bf0-a2f3-2a3edfe75620,3,admin,asdQWE12!@,"DR,FT","쓰러짐, 싸움 감시",7.105.3.22,UF,1,CCTV105-001
